Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,538693,TAPADORA,40875,PLAN DE LUBRICACION CAPSULADORA 538693,13175721,LUBRICACIÓN PANEL CENTRAL,PM02,ABIE,2023-12-01 05:00:00,,Muy elevado/Urgente,,"0,5"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,659668,TANQUE PREPARACIÓN LITRO #1,42472,PLAN MTTO MEC TANQUE PREPARACIÓN LITRO,13169137,"MTTO FUGAS AIRE, AGUA Y/O PRODUCTO",PM02,ABIE,2023-12-09 05:00:00,Cesar Correa,medio/Moderado,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,829899,LUBRICACION DE TRANSPORTADORES,42447,PLAN MTTO SISTEMA LUBRIC. TRANSPOR TETL9,13169130,MTTO SISTEMA NEUMATICO,PM02,ABIE,2023-12-09 05:00:00,Heyler Ibarra Ibarra,bajo/Medio,,"0,5"
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,701000,SISTEMA OSMOSIS INVERSA,49695,PLAN MTTO ELEC SIST. OSMOSIS INV 701000,13154083,MANTENIMIENTO TABLERO ELECTRICO,PM02,ABIE,2023-12-15 05:00:00,Henao Nelson,bajo/Medio,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,519551,LLENADORA  A3 COMPACK  FLEX  TETRAPAK,17714,MANT MECANICO LLEN TETRA COMPACT FLEX,13110521,REPARACION TAPA OSMOSIS,PM02,LIB.,2023-12-06 05:00:00,,,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,829912,ETIQUETADORA,56624,PLAN LUBRICACION ETIQUETADORA 829912,13185019,LUB. UNIDAD PERFORACIÓN MULTIPLE HV,PM02,ABIE,2023-12-08 05:00:00,Mejía Hugo,medio/Moderado,,"2,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,710098,TAPONADORA DE ENVASES,52103,PLAN MTTO PREDICTIVO HELICAP TETRA L9,13169172,TERMOGRAFIA TABLERO POTENCIA Y CONTROL,PM07,ABIE,2023-12-10 05:00:00,Marin Nestor,medio/Moderado,,"2,5"
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,701000,SISTEMA OSMOSIS INVERSA,49695,PLAN MTTO ELEC SIST. OSMOSIS INV 701000,13154083,MANTENIMIENTO SENSORES DE PRESION,PM02,ABIE,2023-12-15 05:00:00,Sánchez Jesús,bajo/Medio,,"2,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,900307,SISTEMA CIP,20049,MANTENIMIENTO MECANICO SISTEMA ALCIP A,13110530,REPARACION PANTALLA ALCIP,PM02,LIB.,2023-12-05 05:00:00,,,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,519551,LLENADORA  A3 COMPACK  FLEX  TETRAPAK,17714,MANT MECANICO LLEN TETRA COMPACT FLEX,13184893,CAMBIO DE KITS SEMANAL TETRA,PM02,LIB.,2023-12-07 05:00:00,,,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,829077,MIXER JARABE SIMPLE,42397,PLAN MTTO MEC. MIXER JARABE SIMPLE,13184963,LUBRICACION RODAMIENTOS MIXER JARABE,PM02,ABIE,2023-12-07 05:00:00,,medio/Moderado,,"0,5"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,69963303,TINA  TETRAPACK,21128,MANTENIMIENTO ELECTRICO TINA  TETRAPACK,13139989,PM_MANTENIMIENTO MOTOR BOMBA,PM02,ABIE,2023-12-03 05:00:00,,,,"4,0"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,829078,MIXER INGREDIENTES,42398,PLAN MTTO MEC. MIXER SISTEMA B,13184966,LUBRICACION RODAMIENTOS MIXER SISTEMA B,PM02,ABIE,2023-12-07 05:00:00,,medio/Moderado,,"0,5"
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,689631,REDES HIDRAULICAS Y NEUMATICAS,19414,MANT MECANICO REDES HIDRAULIC-NEUMATICAS,13184901,LIMPIEZA GENERAL,PM02,ABIE,2023-12-07 05:00:00,,,,"4,0"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,659671,TANQUE PREPARACIÓN LITRO #2,42473,PLAN MTTO MEC TANQUE PREPARACIÓN LITRO 2,13169140,"MTTO FUGAS AIRE, AGUA Y/O PRODUCTO",PM02,ABIE,2023-12-09 05:00:00,Mejía Hugo,medio/Moderado,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,829912,ETIQUETADORA,56622,PLAN MTTO MECANICO ETIQUETADORA 829912,13185018,MANTENIMIENTO UNIDAD DE TRANSPORTE,PM02,ABIE,2023-12-07 05:00:00,,medio/Moderado,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,701000,SISTEMA OSMOSIS INVERSA,49694,PLAN MTTO MEC SIST OSMOSIS INVERSA 70100,13154081,"MANTENIMIENTO BOMBA DE BAJA PRESION 5,5",PM02,ABIE,2023-12-14 05:00:00,Sánchez Jesús,bajo/Medio,,"4,0"
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES  AGUA,701000,SISTEMA OSMOSIS INVERSA,49694,PLAN MTTO MEC SIST OSMOSIS INVERSA 70100,13154081,MANTENIMIENTO BOMBA DE ALTA PRESION,PM02,ABIE,2023-12-14 05:00:00,Sánchez Jesús,bajo/Medio,,"4,0"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900075,SISTEMA E-J (PASTERIZADOR JUGO/AVENA),10447,MANTENIMIENTO MECANICO SISTEMA E-J,13153766,MTTO bomba intercamb de calor sist E.,PM02,ABIE,2023-12-03 05:00:00,,,,"4,0"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900075,SISTEMA E-J (PASTERIZADOR JUGO/AVENA),10447,MANTENIMIENTO MECANICO SISTEMA E-J,13153766,MTTO bomba intercamb de calor sist J.,PM02,ABIE,2023-12-03 05:00:00,,,,"4,0"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,820217,MODULO CIP TETRA PAK,42396,PLAN MTTO MEC. MODULO CIP TETRA ALCIP 1,13169109,MTTO VALVULAS DE CIERRE DE VAPOR Y AGUA,PM02,ABIE,2023-12-09 05:00:00,Sebastian Morales,medio/Moderado,,"1,0"
0092,POSTOBÓN MEDELLÍN,0,0,22007,CAPSULADORA WHITE CAP,56588,PLAN DE MTTO MECANICO WHITE CAP 22007,13175815,Inpección semanal White Cap,PM02,ABIE,2023-12-02 05:00:00,,medio/Moderado,,"0,3"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,900067,LLENADORA,10448,LUBRICACION LLENADORA,13175627,LUBRIC. JUNTAS ROTATIVAS Y CREMALLERA,PM02,ABIE,2023-12-01 05:00:00,,,,"2,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,829711,ELEVADOR DE TAPAS,42418,PLAN MTTO MEC. ELEVADOR TAPAS TETRAL9,13175748,MTTO POSICIONES DE LEVAS ALIMENTADOR TAP,PM02,ABIE,2023-12-16 05:00:00,Castaño Yeison,alto,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,900213,PASTEURIZADOR,18912,MANTENIMIENTO MECANICO PASTEURIZA. TETRA,13169043,MANTENIMIENTO ESTADO MANGUERAS,PM02,ABIE,2023-12-01 05:00:00,,,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,829711,ELEVADOR DE TAPAS,42418,PLAN MTTO MEC. ELEVADOR TAPAS TETRAL9,13175748,COMPROBACION ESTADO DE CORREA  ELEVADOR,PM02,ABIE,2023-12-16 05:00:00,Castaño Yeison,alto,,"0,5"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,900213,PASTEURIZADOR,18912,MANTENIMIENTO MECANICO PASTEURIZA. TETRA,13169043,MANTENIMIENTO VALVULAS NEUMATICAS,PM02,ABIE,2023-12-01 05:00:00,,,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,829912,ETIQUETADORA,56622,PLAN MTTO MECANICO ETIQUETADORA 829912,13185018,LIMPIEZA RODILLO Y RODILLO DE PRESION,PM02,ABIE,2023-12-07 05:00:00,,medio/Moderado,,"3,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,900067,LLENADORA,10448,LUBRICACION LLENADORA,13184888,LUBRIC. JUNTAS ROTATIVAS Y CREMALLERA,PM02,ABIE,2023-12-08 05:00:00,Mejía Hugo,,,"2,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,829906,TRANSPORTADOR DE UNA VIA - MEI,40903,Plan de Mtto Mec. trans.Hatsu 829906,13169100,Mantenimiento cadenas,PM02,ABIE,2023-12-14 05:00:00,Jhon James Cuesta,medio/Moderado,,"1,5"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,728583,LLENADORA TETRA PAK A3 FLEX,42306,PLAN MTTO MEC. LLENADORA 728583,13184956,CAMBIO DE KIT SEMANAL,PM02,ABIE,2023-12-07 05:00:00,,alto,,"3,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,829912,ETIQUETADORA,56622,PLAN MTTO MECANICO ETIQUETADORA 829912,13185018,LIMPIEZA DE SENSORES,PM02,ABIE,2023-12-07 05:00:00,,medio/Moderado,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,900213,PASTEURIZADOR,18912,MANTENIMIENTO ELECTRICO PASTEURIZA TETRA,13169044,MTTO TERMOCUPLAS - SENSORES,PM02,ABIE,2023-12-01 05:00:00,,,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,709766,TRASIEGO DE PULPA ASEPTICA,42444,PLAN MTTO MEC TRASIEGO DE PULPA ASEPTICA,13175767,MTTO VALVULAS,PM02,ABIE,2023-12-16 05:00:00,Vasco John,medio/Moderado,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,659397,CALDERA CLEAVER BROOKS,19345,MANTENIMIENTO MECANICO CALDERA CLEAVER,13175644,REALIZAR CALIBRACION SISTEMA COMBUSTION,PM02,ABIE,2023-12-12 05:00:00,Marin Nestor,,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,829912,ETIQUETADORA,56622,PLAN MTTO MECANICO ETIQUETADORA 829912,13185018,MTTO CUCHILLA PERFORADORA,PM02,ABIE,2023-12-07 05:00:00,,medio/Moderado,,"1,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,710098,TAPONADORA DE ENVASES,52103,PLAN MTTO PREDICTIVO HELICAP TETRA L9,13169172,MEDICION VIBRAC. SERVO POLEAS MANDO,PM07,ABIE,2023-12-10 05:00:00,Agredo Jaime,medio/Moderado,,"2,5"
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,69963303,TINA  TETRAPACK,21128,MANTENIMIENTO MECANICO TINA  TETRAPACK,13139988,MANTENIMIENTO VALVULAS,PM02,ABIE,2023-12-02 05:00:00,,,,"4,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,710302,RINSER-ENJUAGADORA BOTELLAS VIDRIO,10362,MANTENIMIENTO MECANICO RINSER,13184879,MANTENIMIENTO PINZAS,PM02,ABIE,2023-12-10 05:00:00,Jose Rafael Acosta Durango,,,"8,0"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,710098,TAPONADORA DE ENVASES,52103,PLAN MTTO PREDICTIVO HELICAP TETRA L9,13169172,MEDICION VIBRAC. SERVO UNIDAD TRACCIÓN,PM07,ABIE,2023-12-10 05:00:00,Agredo Jaime,medio/Moderado,,"2,5"
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,829906,TRANSPORTADOR DE UNA VIA - MEI,40903,Plan de Mtto Mec. trans.Hatsu 829906,13169100,Mantenimiento ejes,PM02,ABIE,2023-12-14 05:00:00,Mejía Hugo,medio/Moderado,,"1,5"
